pdb_id,attach_atom_index,attach_atom_name,attach_element,num_attached_H,degree,sasa_A2,min_dist_to_protein_A,clash_margin_A,growability_geom_status,growability_status,cone_height_A,cone_height_clear_A,cone_height_total_A,cone_half_angle_deg,cone_tip_x,cone_tip_y,cone_tip_z,cone_dir_x,cone_dir_y,cone_dir_z,cone_status,cone_reason,cone_n_accept_dirs,topo_eccentricity,topo_diameter,topo_center_score,G_total_corr_kcal,Kd_fold_from_G_total,linkerability
1XKK,0,C1,C,3,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,23,23,0,,,Not accessible
1XKK,27,C28,C,2,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,19,23,0.173913043,,,Not accessible
1XKK,4,C5,C,2,4,28.95334096,4.866236,1.6662362,ok,TRUE,2.2,3.2,5.4,45,22.65904636,31.14983396,30.10026985,0.695318956,-0.17159218,0.697916667,ok,,2,21,23,0.086956522,0.165328246,1.321862997,low rigidification
1XKK,5,C6,C,2,4,7.856113742,3.529546,0.32954597,ok,TRUE,2.2,2.7,4.9,45,19.80119764,30.98794772,32.98940188,0.855962612,-0.25826085,-0.447916667,ok,,1,20,23,0.130434783,0.09528461,1.174475885,low rigidification
1XKK,7,C8,C,2,4,8.474803713,3.474758,0.27475786,ok,TRUE,2.2,3.7,5.9,45,19.39411745,30.84149751,33.88556694,0.859221236,-0.479979542,-0.177083333,ok,,2,18,23,0.217391304,0.263440614,1.559923534,low rigidification
1XKK,9,C10,C,1,3,8.376206451,3.5259864,0.3259864,ok,TRUE,3.0280402,4.7,7.72804,36,17.32641834,32.65902539,32.83204379,0.612971657,-0.711408241,-0.34375,ok,,1,17,23,0.260869565,0.685346226,3.179525186,low rigidification
1XKK,10,C11,C,1,3,2.492526732,3.2832277,0.083227634,ok,TRUE,6.7709036,9.7,16.470903,18,13.05974345,37.05774693,32.99493834,0.473594659,-0.877719351,-0.072916667,ok,,1,16,23,0.304347826,6.354482076,45484.94628,high rigidification
1XKK,14,C15,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,15,23,0.347826087,,,Not accessible
1XKK,15,C16,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,14,23,0.391304348,,,Not accessible
1XKK,18,C19,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,14,23,0.391304348,,,Not accessible
1XKK,23,C24,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,15,23,0.347826087,,,Not accessible
1XKK,24,C25,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,16,23,0.304347826,,,Not accessible
1XKK,29,C30,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,21,23,0.086956522,,,Not accessible
1XKK,30,C31,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,22,23,0.043478261,,,Not accessible
1XKK,31,C32,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,23,23,0,,,Not accessible
1XKK,34,C35,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,21,23,0.086956522,,,Not accessible
1XKK,37,C38,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,15,23,0.347826087,,,Not accessible
1XKK,39,C40,C,1,3,0.054168683,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.054 <= 0.100,0,13,23,0.434782609,,,Not accessible
1XKK,21,N22,N,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,13,23,0.434782609,,,Not accessible
1XKK,6,N7,N,1,3,9.215819072,3.8672652,0.6672652,ok,TRUE,3.8105118,6.2,10.010511,30,18.44117647,35.35510493,34.9934409,0.859221236,-0.479979542,-0.177083333,ok,,1,19,23,0.173913043,3.122991939,194.611714,modest rigidification
2HYY,36,C20,C,3,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,16,22,0.272727273,,,Not accessible
2HYY,32,C54,C,3,4,24.39709482,4.238887,1.0388868,ok,TRUE,3.0280402,5.7,8.728041,36,10.35551009,21.20003317,20.15735581,-0.721246473,0.31951659,0.614583333,ok,,1,22,22,0,1.279618099,8.668951546,low rigidification
2HYY,27,C46,C,2,4,0.043140554,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.043 <= 0.100,0,17,22,0.227272727,,,Not accessible
2HYY,34,C49,C,2,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,19,22,0.136363636,,,Not accessible
2HYY,33,C50,C,2,4,11.57107918,4.180803,0.9808028,ok,TRUE,2.7167737,5.2,7.916774,39,8.821503914,20.21665513,19.8739157,-0.721246473,0.31951659,0.614583333,ok,,1,20,22,0.090909091,0.809261239,3.91915649,low rigidification
2HYY,30,C52,C,2,4,2.453244185,3.026242,-0.17375803,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,20,22,0.090909091,,,Not accessible
2HYY,29,C53,C,2,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,19,22,0.136363636,,,Not accessible
2HYY,0,C1,C,1,3,7.926587205,3.4768968,0.27689672,ok,TRUE,4.941281,6.2,11.141281,24,19.40291069,12.85654529,13.71391353,0.987286827,-0.158607108,-0.010416667,ok,,1,21,22,0.045454545,4.12619774,1058.093223,modest rigidification
2HYY,8,C11,C,1,3,0.378215281,2.8374438,-0.36255622,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,18,22,0.181818182,,,Not accessible
2HYY,7,C12,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,19,22,0.136363636,,,Not accessible
2HYY,18,C15,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,13,22,0.409090909,,,Not accessible
2HYY,16,C17,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,13,22,0.409090909,,,Not accessible
2HYY,15,C18,C,1,3,0.017340701,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.017 <= 0.100,0,14,22,0.363636364,,,Not accessible
2HYY,5,C2,C,1,3,0.663717441,2.109522,-1.090478,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,22,22,0,,,Not accessible
2HYY,22,C25,C,1,3,2.275485654,2.990713,-0.20928717,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,14,22,0.363636364,,,Not accessible
2HYY,23,C26,C,1,3,0.491292619,3.37256,0.17255998,ok,TRUE,0,0,0,0,0,0,0,0,0,0,ok,,1,15,22,0.318181818,,,No cone found
2HYY,25,C28,C,1,3,0.902623395,3.7297914,0.52979136,ok,TRUE,8.210512,9.2,17.410511,15,10.50024186,11.48248189,15.78822519,-0.195819462,0.810468217,0.552083333,ok,,1,15,22,0.318181818,7.027003933,141523.848,high rigidification
2HYY,26,C29,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,14,22,0.363636364,,,Not accessible
2HYY,3,C4,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,20,22,0.090909091,,,Not accessible
2HYY,1,C6,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,20,22,0.090909091,,,Not accessible
2HYY,12,N13,N,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,15,22,0.318181818,,,Not accessible
2HYY,19,N21,N,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,11,22,0.5,,,Not accessible
2ITY,14,CAA,C,3,4,18.99314629,3.275914,0.075913906,ok,TRUE,2.7167737,3.7,6.416774,39,-53.13663804,-0.741166899,-17.79348807,0.507117531,0.405707164,0.760416667,ok,,1,12,17,0.294117647,0.277861789,1.598358168,low rigidification
2ITY,7,CAJ,C,2,4,11.76775926,4.6642857,1.4642856,ok,TRUE,3.0280402,2.7,5.72804,36,-51.76838388,-2.472957601,-19.53258187,0.702995249,-0.472833076,0.53125,ok,,2,12,17,0.294117647,0.096886187,1.177654966,low rigidification
2ITY,8,CAK,C,2,4,11.22002387,4.477391,1.2773907,ok,TRUE,4.941281,5.2,10.141281,24,-52.39631391,-0.692497901,-24.78307257,0.412424283,-0.431935802,0.802083333,ok,,2,11,17,0.352941176,3.372897292,296.7227685,modest rigidification
2ITY,1,CAL,C,2,4,46.95557645,5.576723,2.376723,ok,TRUE,0.69365734,2.2,2.8936574,72.5,-44.14793937,-5.00645736,-17.32868215,0.499550825,0.054264472,0.864583333,ok,,2,16,17,0.058823529,0.069509918,1.124478416,low rigidification
2ITY,3,CAM,C,2,4,27.10545295,4.836482,1.636482,ok,TRUE,1.4015546,2.2,3.6015546,57.5,-44.61243134,-5.464976434,-20.35136837,0.499550825,0.054264472,0.864583333,ok,,1,16,17,0.058823529,0.077361813,1.139479726,low rigidification
2ITY,6,CAN,C,2,4,9.838801127,3.8961298,0.6961298,ok,TRUE,1.8460191,2.2,4.046019,50,-49.15207956,-2.143821415,-17.91102405,0.695318956,-0.17159218,0.697916667,ok,,1,13,17,0.235294118,0.077370484,1.139496402,low rigidification
2ITY,0,CAO,C,2,4,23.08218534,4.384196,1.1841958,ok,TRUE,1.0258769,2.2,3.2258768,65,-46.39485428,-3.528182917,-16.48419863,0.499550825,0.054264472,0.864583333,ok,,1,15,17,0.117647059,0.076023592,1.136908935,low rigidification
2ITY,4,CAP,C,2,4,15.30942985,4.612836,1.4128358,ok,TRUE,2.2,2.2,4.4,45,-46.41954514,-3.525980714,-22.24470553,0.08222006,-0.414669506,0.90625,ok,,1,15,17,0.117647059,0.077894386,1.140504442,low rigidification
2ITY,19,C2,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,13,17,0.235294118,,,Not accessible
2ITY,29,CAD,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,15,17,0.117647059,,,Not accessible
2ITY,30,CAE,C,1,3,5.952703829,3.3442786,0.14427853,ok,TRUE,9.379747,9.7,19.079748,13.2,-58.85252174,1.538681191,-29.88889142,0.702995249,-0.472833076,0.53125,ok,,1,14,17,0.176470588,7.796003485,518215.2769,high rigidification
2ITY,24,CAG,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,14,17,0.176470588,,,Not accessible
2ITY,12,CAH,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,10,17,0.411764706,,,Not accessible
2ITY,15,CAI,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,9,17,0.470588235,,,Not accessible
2ITY,22,NAS,N,1,3,3.6540674,3.7316675,0.5316675,ok,TRUE,8.210512,5.2,13.410512,15,-57.11203614,4.205247905,-23.88792039,0.744646082,-0.660842757,0.09375,ok,,1,12,17,0.294117647,4.473729382,1902.24475,modest rigidification
2WGJ,10,C1,C,3,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,12,15,0.2,,,Not accessible
2WGJ,26,C10,C,2,4,16.01113631,4.356927,1.1569269,ok,TRUE,1.8460191,4.7,6.546019,50,23.21237258,80.2119463,0.775617462,0.501328083,0.267354284,-0.822916667,ok,,2,14,15,0.066666667,0.428595466,2.061401828,low rigidification
2WGJ,28,C11,C,2,4,31.8156294,4.942126,1.7421257,ok,TRUE,1.0258769,2.2,3.2258768,65,24.26232894,84.37350284,-2.423537686,0.693228282,-0.053225804,-0.71875,ok,,2,14,15,0.066666667,0.076023592,1.136908935,low rigidification
2WGJ,25,C8,C,2,4,3.449919867,2.794516,-0.40548396,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,13,15,0.133333333,,,Not accessible
2WGJ,29,C9,C,2,4,12.47231037,3.4216068,0.22160673,ok,TRUE,1.8460191,2.2,4.046019,50,25.40767163,84.16512488,-0.14034423,0.802793551,0.225225458,-0.552083333,ok,,1,13,15,0.133333333,0.077370484,1.139496402,low rigidification
2WGJ,15,N22,N,2,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,11,15,0.266666667,,,Not accessible
2WGJ,3,C2,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,15,15,0,,,Not accessible
2WGJ,24,C20,C,1,4,0.250756391,2.1744506,-1.0255494,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,12,15,0.2,,,Not accessible
2WGJ,9,C21,C,1,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,11,15,0.266666667,,,Not accessible
2WGJ,2,C3,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,14,15,0.066666667,,,Not accessible
2WGJ,13,C4,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,8,15,0.466666667,,,Not accessible
2WGJ,17,C5,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,9,15,0.4,,,Not accessible
2WGJ,20,C6,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,10,15,0.333333333,,,Not accessible
2WGJ,21,C7,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,10,15,0.333333333,,,Not accessible
2WGJ,27,N25,N,1,3,26.98426165,6.72877,3.5287697,ok,TRUE,1.0258769,2.7,3.7258768,65,25.39131531,81.83680831,-2.745815511,0.693228282,-0.053225804,-0.71875,ok,,1,15,15,0,0.09195293,1.16789007,low rigidification
2XP2,10,C1,C,3,4,1.217960071,4.781273,1.5812728,ok,TRUE,8.210512,9.2,17.410511,15,30.99507002,36.70187639,13.02768527,0.323889083,0.80957027,-0.489583333,ok,,1,12,15,0.2,7.027003933,141523.848,high rigidification
2XP2,26,C10,C,2,4,29.30466625,5.0343595,1.8343594,ok,TRUE,1.8460191,2.2,4.046019,50,28.15180321,53.25750561,7.085236608,-0.756074416,0.382262887,-0.53125,ok,,2,14,15,0.066666667,0.077370484,1.139496402,low rigidification
2XP2,28,C11,C,2,4,36.76950553,5.8376627,2.6376626,ok,TRUE,1.4015546,2.2,3.6015546,57.5,24.52600583,50.48296266,5.37755205,-0.747995935,0.610479517,-0.260416667,ok,,2,14,15,0.066666667,0.077361813,1.139479726,low rigidification
2XP2,25,C8,C,2,4,2.454384248,2.6904423,-0.5095577,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,13,15,0.133333333,,,Not accessible
2XP2,29,C9,C,2,4,10.45157106,3.570996,0.370996,ok,TRUE,3.0280402,3.7,6.72804,36,26.76942537,47.4485331,6.947267698,-0.620857018,0.783854614,0.010416667,ok,,1,13,15,0.133333333,0.43230356,2.07434366,low rigidification
2XP2,15,N22,N,2,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,11,15,0.266666667,,,Not accessible
2XP2,3,C2,C,1,3,0.005424034,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.005 <= 0.100,0,15,15,0,,,Not accessible
2XP2,24,C20,C,1,4,7.998474025,4.518547,1.318547,ok,TRUE,1.8460191,2.2,4.046019,50,28.61507648,50.27449958,6.163226454,-0.461885608,0.777342596,-0.427083333,ok,,1,12,15,0.2,0.077370484,1.139496402,low rigidification
2XP2,9,C21,C,1,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,11,15,0.266666667,,,Not accessible
2XP2,2,C3,C,1,3,1.118609999,3.5805032,0.38050318,ok,TRUE,3.387703,5.2,8.587703,33,32.28369807,48.4013636,10.56310093,0.693228282,-0.053225804,-0.71875,ok,,1,14,15,0.066666667,1.129422243,6.727787252,low rigidification
2XP2,13,C4,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,8,15,0.466666667,,,Not accessible
2XP2,17,C5,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,9,15,0.4,,,Not accessible
2XP2,20,C6,C,1,3,2.487112981,3.8913624,0.6913624,ok,TRUE,6.7709036,5.7,12.470903,18,30.23059264,43.80555774,12.0627174,0.106137472,0.640703777,-0.760416667,ok,,1,10,15,0.333333333,4.456084754,1846.429764,modest rigidification
2XP2,21,C7,C,1,3,0.58691243,2.6904771,-0.5095229,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,10,15,0.333333333,,,Not accessible
2XP2,27,N25,N,1,3,21.12352969,3.5860298,0.38602972,ok,TRUE,1.4015546,2.2,3.6015546,57.5,24.39093673,52.45370675,7.378552037,-0.747995935,0.610479517,-0.260416667,ok,,1,15,15,0,0.077361813,1.139479726,low rigidification
2Y6O,7,C10,C,3,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,18,19,0.052631579,,,Not accessible
2Y6O,12,C15,C,3,4,20.11952504,4.4159827,1.2159827,ok,TRUE,8.210512,4.2,12.410512,15,31.24209338,59.74661829,31.712609,-0.953914234,-0.225558478,-0.197916667,ok,,2,13,19,0.315789474,4.202919162,1204.373318,modest rigidification
2Y6O,13,C16,C,2,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,14,19,0.263157895,,,Not accessible
2Y6O,30,C17,C,2,4,0.574071113,3.2487383,0.04873824,ok,TRUE,2.7167737,2.2,4.916774,39,21.94632791,61.47910435,25.08113286,-0.838655796,0.515070819,0.177083333,ok,,1,15,19,0.210526316,0.078229141,1.141149011,low rigidification
2Y6O,31,C18,C,2,4,11.58361535,4.404298,1.2042978,ok,TRUE,1.4015546,2.2,3.6015546,57.5,17.75406706,60.81895399,27.98764858,-0.643623455,0.620579977,0.447916667,ok,,2,15,19,0.210526316,0.077361813,1.139479726,low rigidification
2Y6O,14,C19,C,2,4,5.235086195,4.277841,1.077841,ok,TRUE,2.2,3.2,5.4,45,20.55809065,60.89692007,29.07449731,-0.643623455,0.620579977,0.447916667,ok,,2,14,19,0.263157895,0.165328246,1.321862997,low rigidification
2Y6O,15,C20,C,2,4,27.81456139,5.119419,1.919419,ok,TRUE,0.69365734,2.2,2.8936574,72.5,16.72623818,63.24110196,28.47300642,-0.643623455,0.620579977,0.447916667,ok,,2,17,19,0.105263158,0.069509918,1.124478416,low rigidification
2Y6O,16,C21,C,2,4,10.17133415,4.7223735,1.5223734,ok,TRUE,1.4015546,2.2,3.6015546,57.5,19.02215139,65.21024671,28.38751661,-0.420407215,0.862644893,0.28125,ok,,2,18,19,0.052631579,0.077361813,1.139479726,low rigidification
2Y6O,0,C1,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,13,19,0.315789474,,,Not accessible
2Y6O,9,C12,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,11,19,0.421052632,,,Not accessible
2Y6O,24,C6,C,1,3,1.410697519,2.7883396,-0.41166043,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,18,19,0.052631579,,,Not accessible
2Y6O,4,C7,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,19,19,0,,,Not accessible
2Y6O,5,C8,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,18,19,0.052631579,,,Not accessible
2Y6O,17,N,N,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,10,19,0.473684211,,,Not accessible
2Y6O,21,N2,N,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,15,19,0.210526316,,,Not accessible
2Y6O,32,O1,O,1,2,21.94596726,2.5353642,-0.6646359,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,19,19,0,,,Not accessible
2ZVA,7,C10,C,3,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,18,19,0.052631579,,,Not accessible
2ZVA,12,C15,C,3,4,32.76605517,4.349188,1.1491878,ok,TRUE,6.7709036,4.7,11.470903,18,18.86588029,-6.085523114,25.48357669,0.30378161,-0.804482169,-0.510416667,ok,,2,13,19,0.315789474,3.787645813,597.5354125,modest rigidification
2ZVA,13,C16,C,2,4,12.52057371,3.6622522,0.46225214,ok,TRUE,1.4015546,2.2,3.6015546,57.5,18.4536629,-14.4045193,21.03989849,-0.432339998,-0.69631072,-0.572916667,ok,,2,14,19,0.263157895,0.077361813,1.139479726,low rigidification
2ZVA,30,C17,C,2,4,24.96357369,5.7845135,2.5845134,ok,TRUE,1.8460191,2.2,4.046019,50,19.82129509,-13.06819399,18.11287408,-0.405723434,-0.903908636,-0.135416667,ok,,2,15,19,0.210526316,0.077370484,1.139496402,low rigidification
2ZVA,31,C18,C,2,4,7.7934943,3.5600088,0.36000872,ok,TRUE,1.4015546,3.2,4.6015544,57.5,15.32925816,-12.91393662,19.21416146,-0.432339998,-0.69631072,-0.572916667,ok,,1,15,19,0.210526316,0.154550701,1.29803514,low rigidification
2ZVA,14,C19,C,2,4,8.368886413,3.6460912,0.44609118,ok,TRUE,1.8460191,2.2,4.046019,50,16.0805156,-12.90748275,21.88288069,-0.432339998,-0.69631072,-0.572916667,ok,,1,14,19,0.263157895,0.077370484,1.139496402,low rigidification
2ZVA,15,C20,C,2,4,28.63524857,4.8739285,1.6739285,ok,TRUE,1.4015546,2.2,3.6015546,57.5,18.56796513,-11.80503549,16.0017398,-0.405723434,-0.903908636,-0.135416667,ok,,2,17,19,0.105263158,0.077361813,1.139479726,low rigidification
2ZVA,16,C21,C,2,4,37.25954304,6.7879577,3.5879576,ok,TRUE,1.0258769,2.2,3.2258768,65,18.79250659,-15.13561983,17.16091034,-0.66501498,-0.683008592,-0.302083333,ok,,2,18,19,0.052631579,0.076023592,1.136908935,low rigidification
2ZVA,0,C1,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,13,19,0.315789474,,,Not accessible
2ZVA,9,C12,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,11,19,0.421052632,,,Not accessible
2ZVA,24,C6,C,1,3,0.12487266,2.4137778,-0.7862222,ok,FALSE,,,,,,,,,,,no_accept_dir,no directions with d >= r_excl_A (3.20),0,18,19,0.052631579,,,Not accessible
2ZVA,4,C7,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,19,19,0,,,Not accessible
2ZVA,5,C8,C,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,18,19,0.052631579,,,Not accessible
2ZVA,17,N,N,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,10,19,0.473684211,,,Not accessible
2ZVA,21,N2,N,1,3,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,15,19,0.210526316,,,Not accessible
2ZVA,32,O1,O,1,2,44.66096702,4.6215916,1.4215915,ok,TRUE,1.4015546,2.2,3.6015546,57.5,15.07094363,-15.16571521,17.69361736,-0.405723434,-0.903908636,-0.135416667,ok,,1,19,19,0,0.077361813,1.139479726,low rigidification
3AOX,9,C21,C,3,4,1.745993255,4.389379,1.189379,ok,TRUE,6.7709036,4.2,10.970903,18,-20.64948536,13.55285837,-11.21210311,-0.103515584,-0.665057153,0.739583333,ok,,3,12,18,0.333333333,3.646742055,471.0646089,modest rigidification
3AOX,10,C22,C,3,4,0.46071067,4.7653008,1.5653007,ok,TRUE,6.7709036,5.7,12.470903,18,-22.82170331,12.74148935,-12.33018973,0.412424283,-0.431935802,0.802083333,ok,,2,12,18,0.333333333,4.456084754,1846.429764,modest rigidification
3AOX,11,C24,C,3,4,2.422913822,3.4177437,0.21774364,ok,TRUE,0,0,0,0,0,0,0,0,0,0,ok,,1,12,18,0.333333333,,,No cone found
3AOX,25,C23,C,2,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,11,18,0.388888889,,,Not accessible
3AOX,28,C27,C,2,4,7.510962482,3.8707309,0.6707308,ok,TRUE,2.2,2.2,4.4,45,-24.52331997,7.516011178,-4.308316752,-0.689324283,-0.599827451,0.40625,ok,,2,13,18,0.277777778,0.077894386,1.140504442,low rigidification
3AOX,13,C28,C,2,4,0.886597831,4.135636,0.9356358,ok,TRUE,1.8460191,2.2,4.046019,50,-24.65038987,3.760039704,-7.799739237,-0.850331231,-0.128107863,0.510416667,ok,,2,13,18,0.277777778,0.077370484,1.139496402,low rigidification
3AOX,27,C29,C,2,4,4.599082131,4.516539,1.316539,ok,TRUE,3.387703,2.2,5.5877028,33,-21.44507766,8.365507446,-7.31486425,-0.396219574,-0.717479298,0.572916667,ok,,1,12,18,0.333333333,0.078229141,1.141149011,low rigidification
3AOX,29,C30,C,2,4,0,,,skipped_sasa,FALSE,,,,,,,,,,,skipped_sasa,sasa_A2=0.000 <= 0.100,0,12,18,0.333333333,,,Not accessible
3AOX,31,C32,C,2,4,6.863410365,4.6566415,1.4566414,ok,TRUE,0.69365734,2.2,2.8936574,72.5,-25.96878963,2.137437783,-5.803838073,-0.689324283,-0.599827451,0.40625,ok,,2,16,18,0.111111111,0.069509918,1.124478416,low rigidification
